TEAM,NO.,PLAYER,GP,MPG,SP,aSP,DRE,GmSc,EFF,DRE+,GmSc+,EFF+,PER,OWS,DWS,WS,ORtg,DRtg,Floor%,Stop%,EWA,PIE,POS/G,POS%,USG%,EFG%,TS%,PPWS,eTS%,ePPWS,FTR,T/G,%Pass,%Shoot,%Fouled,%TO,AST/TO,Econ,PPR,AR,pAST%,hAST%,TOR,hTO%,STL%,BLK%,REB%,OREB%,DREB%
ADU,3,M. Montebon,7.0,20.13809523809524,36.714285714285715,36.714285714285715,1.9603871428571427,1.500000000000002,3.4285714285714284,36.87810836417753,27.44486249316809,37.38273869427818,6.557903389974631,-0.01191545334810337,0.19143345139475698,0.1795179980466536,68.36826629034476,88.84111204293468,30.94760376694466,0.17236920756445537,-0.2989122149883464,2.2707423580786026,9.420377563446184,36.858946796610724,25.603280095026765,27.586206896551722,31.951371571072322,0.6390274314214465,21.54266498528794,0.5146874215415517,0.2413793103448276,26.571428571428573,53.76344086021504,31.182795698924732,7.526881720430108,7.526881720430108,1.2142857142857142,1.5714285714285714,-2.089483775356206,25.779979753624684,26.139723043410612,0.17864649012189995,21.23057156180856,0.1471206389239176,12.13175517817632,3.03293879454408,6.802346485616276,1.3466340161355612,12.371326342006626
ADU,8,H. Demisana,5.0,4.936666666666667,11.8,11.8,0.16895799999999983,0.49999999999999983,1.0,3.178378034000785,9.14828749772268,10.903298785831137,6.543349795956445,0.010438321304403734,0.03327803983069244,0.04371636113509617,47.9508918606562,89.21688687721806,27.61974966049866,0.1634148902587194,-0.052518399271878166,0.26200873362445415,1.7405285575156273,27.78051881120176,18.483347281810772,33.33333333333333,29.069767441860467,0.5813953488372093,22.52252252252252,0.5076142131979695,0.3333333333333333,3.376470588235294,34.843205574912886,35.54006968641115,11.846689895470384,17.770034843205575,0.3333333333333333,-0.2,-10.441422721449994,11.490762339773003,8.573396953382154,0.09191176470588236,34.47228701931901,0.2757352941176471,11.490762339773003,11.490762339773003,13.596884740965468,15.38127009922292,11.775453319906823
ADU,9,L. Perez,7.0,7.873809523809525,16.857142857142858,16.857142857142858,2.094894285714286,2.1857142857142855,4.285714285714286,39.40840907958225,39.99108534718773,46.72842336784772,19.137354273910603,0.09436099268863872,0.07360568112360484,0.16796667381224356,130.03327263058924,89.70532645723026,67.06549363340197,0.15177589108930856,0.22807206122572446,3.056768558951965,1.7701478018957613,17.714040292151175,11.159603575549431,63.63636363636363,68.9935064935065,1.37987012987013,68.9935064935065,1.37987012987013,0.2727272727272727,3.823529411764706,43.95604395604395,41.098901098901095,11.208791208791208,3.7362637362637363,2.0,0.14285714285714285,0.6680092898383273,16.14070222883629,8.506652151347517,0.13054830287206265,8.070351114418145,0.06527415143603132,0.0,16.14070222883629,12.178401149906176,8.610395001870708,15.820483550149989
ADU,10,C. Manzano,7.0,21.75952380952381,47.57142857142857,47.57142857142857,5.451367142857143,6.5857142857142845,11.857142857142858,102.54918726624831,120.4960153271473,129.28197131771205,21.229383767307098,0.279177019395222,0.20496573343228966,0.4841427528275116,95.50603437425367,89.31435119560916,48.21788924402986,0.16109241851969064,0.7888172325822518,9.344978165938866,10.763639195480403,38.97649185490069,25.138499624735005,49.152542372881356,54.542737597130895,1.090854751942618,50.05485463521667,1.044050343249428,0.3050847457627119,25.89075630252101,48.685491723466406,32.55436546575787,9.931840311587147,8.828302499188574,0.9375,0.42857142857142855,-4.351014442161755,19.908295920555545,26.63439536223306,0.15318627450980393,21.235515648592585,0.16339869281045752,5.308878912148146,5.308878912148146,11.646608618490378,9.347163673657874,13.99379290473809
ADU,11,J. Barcelona,7.0,5.392857142857143,8.857142857142858,8.857142857142858,-0.3246985714285714,-0.2857142857142857,0.14285714285714285,-6.1081144846648705,-5.227592855841532,1.5576141122615907,-1.4836272287404921,0.0067883466252838046,0.04825902580413946,0.055047372429423265,56.773912876552444,91.89213613604652,28.08841548199074,0.09966652674425189,-0.2310755860124147,-1.1353711790393013,0.9634866828087167,14.0773141640802,10.862342612021184,21.428571428571427,25.380710659898476,0.5076142131979695,22.52252252252252,0.477326968973747,0.2857142857142857,1.4285714285714286,0.0,70.0,20.0,10.0,0.0,-0.14285714285714285,-2.9259691675435087,0.0,0.0,0.0,14.827100924809006,0.11261261261261263,0.0,0.0,6.350358341649279,7.542934111572568,5.133023213180871
ADU,15,R. Torres,7.0,14.421428571428573,31.714285714285715,31.714285714285715,3.991971428571429,4.528571428571429,6.0,75.09555215456017,82.85734676508831,65.41979271498681,20.087223244930012,0.143589910612055,0.13305956089288495,0.27664947150493996,97.16486726480073,90.37126210592287,44.045300090205956,0.13590734812270291,0.46543591371924614,6.026200873362445,7.527234754775349,41.12635121791848,27.53706533756871,52.04081632653062,52.734375,1.0546875,36.38814016172506,0.8612440191387559,0.10204081632653061,16.56302521008403,45.662100456621005,42.26281075596144,4.312531709791984,7.762557077625571,1.0,0.5714285714285714,-3.282476554970801,17.080831508524646,26.561964742153943,0.13005780346820808,17.080831508524646,0.13005780346820808,7.5914806704553985,0.0,6.17422160706168,4.701102240578907,7.677924766620222
ADU,18,J. Erolon,7.0,21.6,41.714285714285715,41.714285714285715,4.152615714285714,4.057142857142857,6.285714285714286,78.11753554097591,74.23181855294978,68.53502093950999,13.496603133734471,0.15219901930272964,0.19795542813829445,0.3501544474410241,95.1888078853637,90.71019520417588,41.46994120903339,0.12783093046434277,0.20134447453763782,4.978165938864628,10.060494182190636,36.699366338867364,24.957670910570176,40.298507462686565,43.31683168316832,0.8663366336633663,29.795686719636777,0.7061197041022192,0.19402985074626866,31.201680672268907,59.25127928898465,30.67600323188796,5.952060328575276,4.120657150552114,2.4444444444444446,2.4285714285714284,4.139640020438814,31.239590083166245,35.65640194489465,0.2121095256459699,12.779832306749828,0.08677207867335134,5.67992546966659,0.0,4.122272957889396,0.6277463904582548,7.689350249903883
ADU,19,J. Jaymalin,5.0,2.5933333333333337,8.8,8.8,0.49195200000000006,0.11999999999999997,0.6,9.254426724882846,2.1955889994534434,6.541979271498681,7.758568130585385,0.005616168224771054,0.017616304755386426,0.02323247298015748,99.56816199590025,88.81893183174188,43.6967776458555,0.1728977385644287,-0.019749535608661453,0.0,0.4810016633978977,14.61440836648331,10.256321551960527,0.0,34.72222222222222,0.6944444444444444,20.491803278688526,0.5154639175257733,1.0,1.9764705882352942,59.52380952380951,20.238095238095237,20.238095238095237,0.0,inf,0.4,5.6789375873916415,41.5798977881194,13.931503441413051,0.2577319587628866,0.0,0.0,41.5798977881194,0.0,3.6975736873613405,0.0,7.471913610446446
ADU,20,E. Anabo,7.0,20.06666666666667,42.0,42.0,4.91285,4.228571428571429,7.857142857142857,92.41879357201654,77.3683742664547,85.66877617438749,15.712819191987345,0.14831664857245225,0.19763486165421967,0.3459515102266719,78.74561357565636,86.96411744406305,39.03437968077406,0.21709600586509673,0.34192935447818695,5.93886462882096,6.771124997507804,26.587566988977755,18.383211052544027,25.609756097560975,33.728536385936216,0.6745707277187244,20.90724784591992,0.516270337922403,0.43902439024390244,21.19327731092437,55.51149881046788,27.636796193497226,12.133227597145124,4.71847739888977,2.0,2.857142857142857,1.8348062470891606,29.537189178107397,20.069286823557515,0.20022883295194507,14.768594589053698,0.10011441647597254,27.42738995109973,0.0,13.9944477313066,10.811419561912267,17.24355953051535
ADU,21,J. Medina,7.0,19.607142857142858,26.285714285714285,26.285714285714285,2.949997142857143,2.6428571428571432,4.285714285714286,55.494301064301354,48.35523391653419,46.72842336784772,8.901173418457228,0.0684114038053704,0.1814553254041607,0.24986672920953112,88.64114150212961,90.21779308421549,36.808309950935225,0.13956435277441007,-0.13102435239639082,3.056768558951965,5.375224185296804,21.601070364824768,15.476507610704791,42.68292682926829,42.68292682926829,0.8536585365853658,26.515151515151516,0.6542056074766355,0.0,10.773109243697478,39.0015600624025,54.36817472698908,0.0,6.6302652106084246,1.0,0.7142857142857143,-1.341291269881815,13.288482296971832,8.067420586328604,0.09803921568627451,13.288482296971832,0.09803921568627451,13.288482296971832,2.6576964593943666,5.589240711630112,2.7662004877898183,8.470890767107228
