TEAM,NO.,PLAYER,GP,MPG,SP,aSP,DRE,GmSc,EFF,DRE+,GmSc+,EFF+,PER,OWS,DWS,WS,ORtg,DRtg,Floor%,Stop%,EWA,PIE,POS/G,POS%,USG%,EFG%,TS%,PPWS,eTS%,ePPWS,FTR,T/G,%Pass,%Shoot,%Fouled,%TO,AST/TO,Econ,PPR,AR,pAST%,hAST%,TOR,hTO%,STL%,BLK%,REB%,OREB%,DREB%
ADU,3,M. Montebon,1.0,19.916666666666668,15.0,15.0,-1.3012800000000002,-2.6000000000000005,-2.0,-25.436519659050983,-48.24576997769942,-22.08160992770902,-5.722141160950568,-0.023484932968346132,0.028393172882453223,0.00490823991410709,20.79738227417242,82.16758476901757,9.628417719524268,0.13007811398153002,-0.16391259276397951,-6.535947712418301,4.914740503157262,17.54984197785002,12.24614756607817,0.0,0.0,0.0,0.0,0.0,0.0,23.64705882352941,74.6268656716418,21.144278606965177,0.0,4.228855721393035,3.0,3.0,5.128283774412271,61.0408626472299,24.100418410041843,0.3333333333333333,20.346954215743303,0.1111111111111111,20.346954215743303,0.0,0.0,0.0,0.0
ADU,8,H. Demisana,1.0,4.466666666666667,5.0,5.0,-0.78108,0.0,1.0,-15.268010555216046,0.0,11.04080496385451,0.0,-0.003992211051882732,0.006791609011193412,0.00279939795931068,6.581047683383456,79.01836502377955,6.900568895045661,0.20784365438284974,-0.024044444444444445,0.0,1.6545454545454545,26.344164664637535,18.20167455405897,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,50.0,0.0,50.0,0.0,-1.0,-22.8667877254577,0.0,0.0,0.0,60.43956043956044,0.5,0.0,60.43956043956044,17.559262510974538,16.282225237449115,19.053667831057478
ADU,9,L. Perez,1.0,7.9,12.0,12.0,2.26475,3.0,4.0,44.269763538850746,55.66819612811471,44.16321985541804,22.2196656465559,0.013571691872701594,0.011148389667714812,0.024720081540416404,102.84699105452584,82.64572283374976,53.74305684011499,0.11827116877023951,0.04480465602377692,4.57516339869281,3.309090909090909,29.790025865497295,20.582484305855715,50.0,50.0,1.0,50.0,1.0,0.0,4.0,0.0,100.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.92802184164805,9.205983889528193,10.772959870724481
ADU,10,C. Manzano,1.0,24.566666666666663,58.0,58.0,8.34704,11.3,18.0,163.16215346035048,209.6835387492321,198.7344893493812,30.097519442614363,0.06267136992377116,0.03623674464087027,0.09890811456464144,90.65740889889186,80.52717613173186,46.63014055161654,0.17058569188250441,0.23561412652084218,16.33986928104575,17.93062425122048,51.90849646306543,32.69682628983684,60.71428571428571,60.27918781725889,1.2055837563451777,53.49099099099098,1.133651551312649,0.2857142857142857,31.08235294117647,18.925056775170322,45.041635124905376,23.164269492808476,12.869038607115822,0.25,-3.0,-13.858659227550124,5.577050670346479,13.597733711048166,0.04816955684007707,22.308202681385914,0.1926782273603083,0.0,5.577050670346479,14.366669327160988,11.841618354508451,17.321516210052256
ADU,11,J. Barcelona,1.0,4.366666666666666,4.0,4.0,-0.18505,0.30000000000000004,1.0,-3.6172291612161747,5.5668196128114715,11.04080496385451,4.100625705723396,0.001628561181202298,0.006349024623860023,0.007977585805062321,15.341680631109785,81.22603029275768,16.08654567692367,0.15332847393953217,-0.014597645647599253,0.6535947712418301,0.6545454545454545,10.660536057563245,9.309253397877491,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,100.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.961383026493042,16.655100624566273,19.4900113691733
ADU,15,R. Torres,1.0,16.0,32.0,32.0,3.1882599999999988,2.6999999999999984,5.0,62.32189703074346,50.10137651530321,55.20402481927255,12.266876347978911,0.01237667614052884,0.02390858973259881,0.03628526587312765,72.49325913922898,79.88845317165473,36.63139804461647,0.18635805461846044,0.011517423665503769,1.9607843137254901,10.811272727272728,48.05583342140172,31.60569105691057,40.0,38.31417624521073,0.7662835249042146,27.70083102493075,0.6430868167202572,0.1,25.56470588235294,46.01932811780948,39.11642890013806,7.04095720202485,7.8232857800276125,1.0,1.0,-4.255763271126851,18.49920957922707,33.33333333333333,0.13850415512465375,18.49920957922707,0.13850415512465375,9.249604789613535,0.0,7.352941176470589,4.545454545454546,10.638297872340425
ADU,18,J. Erolon,1.0,22.55,54.0,54.0,5.75391,4.799999999999999,10.0,112.47344524730268,89.06911380498352,110.4080496385451,15.831579041000792,0.018949096446666716,0.035084107775967814,0.05403320422263453,77.00711212805386,77.8461932617219,34.945630215560506,0.23678878298412234,0.05622443152963575,7.18954248366013,13.804174050098508,43.53646402886174,29.63603915418311,32.142857142857146,34.62603878116344,0.6925207756232687,25.720164609053498,0.5903187721369539,0.07142857142857142,41.32941176470588,56.93139766581269,33.874181611158555,4.355251921434671,4.839168801594079,2.0,4.0,3.0196103032385624,28.97674272638902,39.628482972136226,0.19569471624266147,14.48837136319451,0.09784735812133073,14.48837136319451,0.0,10.434328942219905,3.225156218504334,18.870594895504077
ADU,20,E. Anabo,1.0,17.466666666666665,24.0,24.0,0.7145399999999994,-0.10000000000000009,2.0,13.967332747124578,-1.8556065376038253,22.08160992770902,1.9584795058169635,-0.013479170154115499,0.027289475169018675,0.013810305014903176,23.660159462557726,77.62924816923251,17.165092310819308,0.24214593609494026,-0.0770055843938957,0.0,6.1778423223834995,25.15452149975018,17.035933718115807,0.0,9.398496240601503,0.18796992481203006,6.830601092896174,0.1582278481012658,0.75,17.28235294117647,34.03675970047651,23.14499659632403,31.245745405037443,11.572498298162015,0.5,1.0,-7.796818206644613,16.1868812413164,9.16030534351145,0.12019230769230768,32.3737624826328,0.24038461538461536,32.3737624826328,0.0,13.471037269869782,8.327550312283137,19.4900113691733
ADU,21,J. Medina,1.0,23.583333333333332,25.0,25.0,3.52798,4.0,5.0,68.96250816637362,74.22426150415295,55.20402481927255,10.265022315033091,0.018165759079076957,0.03331922803758194,0.051484987116658894,86.45041642661792,82.5912766919775,36.645144799906696,0.11961563945828464,-0.006511554098077747,5.88235294117647,6.084206348026463,18.347969879084072,12.065845040075843,41.66666666666667,41.66666666666667,0.8333333333333334,25.0,0.625,0.0,18.764705882352942,62.69592476489027,31.97492163009404,0.0,5.329153605015674,2.0,2.0,1.4436511449758924,32.87199489295331,15.699100572363042,0.2222222222222222,16.435997446476655,0.1111111111111111,16.435997446476655,0.0,3.325711910205779,3.083841953099904,3.6087512217126534
ADU,23,M. Ojarikre,1.0,12.466666666666669,21.0,21.0,2.5177300000000002,2.6999999999999993,7.0,49.21484126489489,50.10137651530322,77.28563474698157,15.058266295938578,0.014684118897689462,0.019383449354988452,0.03406756825267791,70.83591748389388,77.8798427374765,38.306246976370154,0.23595785663475127,0.026287091122405116,3.2679738562091507,4.749090909090909,27.092520379445414,17.738359201773832,50.0,45.04504504504504,0.9009009009009008,45.04504504504504,0.9009009009009008,0.25,6.8,0.0,58.82352941176471,26.470588235294112,14.705882352941178,0.0,-1.0,-8.192913249228159,0.0,0.0,0.0,21.05666156202144,0.1838235294117647,0.0,21.05666156202144,18.873859704309528,11.667476908118617,27.306860848788254
