TEAM,NO.,PLAYER,GP,MPG,SP,aSP,DRE,GmSc,EFF,DRE+,GmSc+,EFF+,PER,OWS,DWS,WS,ORtg,DRtg,Floor%,Stop%,EWA,PIE,POS/G,POS%,USG%,EFG%,TS%,PPWS,eTS%,ePPWS,FTR,T/G,%Pass,%Shoot,%Fouled,%TO,AST/TO,Econ,PPR,AR,pAST%,hAST%,TOR,hTO%,STL%,BLK%,REB%,OREB%,DREB%
ADU,3,M. Montebon,10.0,20.55,43.0,41.951219512195124,3.790523999999999,3.5799999999999996,6.0,70.29744410101073,65.2459113894081,64.9953055907166,12.114438390385388,0.13553797400270962,0.27534614600824686,0.4108841200109565,81.81933541478233,89.81957055790537,35.697403325779966,0.16105303644352373,0.13234183543492398,4.374307862679956,9.376775069355807,34.97443915233718,24.051617723172274,34.93975903614458,38.31630386494891,0.7663260772989782,30.79257408068547,0.6158514816137094,0.1927710843373494,30.442577030812323,61.83290393816709,27.264446080235558,5.318365844681635,5.584284136915716,1.8823529411764706,2.7,2.265745514957833,34.12687172648413,33.58247158800041,0.2301495972382048,18.129900604694697,0.1222669735327963,12.79757689743155,2.1329294829052583,6.242017744923074,2.287997499944195,10.279377995065444
ADU,8,H. Demisana,8.0,3.89375,12.0,11.707317073170731,-0.20872000000000004,-0.012499999999999956,0.375,-3.870832247141283,-0.22781393641553033,4.062206599419787,0.2509692306819952,-0.011702902628613036,0.041900878912706954,0.030197976284093916,42.95811423979279,89.6185574019208,23.987625326209454,0.16578855742491858,-0.16379368580311235,-0.16611295681063123,1.7665438424994508,34.77486423948677,25.022137693488798,25.0,23.29192546583851,0.4658385093167702,20.86230876216968,0.4172461752433936,0.16666666666666666,2.9882703081232496,24.606010896947677,50.19626222977327,8.465639463354618,16.73208740992442,0.25,-0.25,-11.497980079610691,7.075963641136681,6.69781422550397,0.05592841163310961,28.303854564546725,0.22371364653243844,7.075963641136681,7.075963641136681,13.72642746475861,12.075338330363586,15.412317072712305
ADU,9,L. Perez,10.0,7.368333333333334,16.4,15.999999999999998,1.9861499999999999,1.7599999999999993,3.7,36.834292198446036,32.076202247306774,40.08043844760857,16.653784744022452,0.09988412958578387,0.09854640259599408,0.19843053218177795,132.68050873242763,89.91349837943692,68.59370218140398,0.15884026003383694,0.2138570676063289,1.7718715393133997,1.3482916925595752,14.025672083286864,8.973952610381053,66.66666666666666,71.32132132132132,1.4264264264264264,71.32132132132132,1.4264264264264264,0.25,2.7800420168067226,42.31844630847124,43.16481523464067,10.919670520668026,3.597067936220056,2.0,0.2,0.48608289456666764,14.83358542544479,5.811783272459235,0.12254901960784313,7.416792712722395,0.061274509803921566,7.416792712722395,37.083963563611974,9.671527155105872,6.381137564874899,13.031269219135622
ADU,10,C. Manzano,10.0,24.28,58.2,56.78048780487805,8.019141999999999,8.92,15.0,148.7195929858424,162.56802502612302,162.4882639767915,24.267944217954586,0.44031507582376644,0.3325558077408401,0.7728708835646065,94.50466963041674,88.67882712421907,48.797995719202575,0.18792697132679373,1.6244581373728226,11.683277962347729,12.488140752287192,39.42377335513318,25.947949657218626,51.0,54.73797559224695,1.094759511844939,52.84130284130284,1.0568260568260568,0.26,28.07212885154062,46.0997330805498,35.62252101678848,9.372115648464588,8.90563025419712,0.88,1.0,-4.572909581497554,17.616713677711164,24.510336731810174,0.13885382479171926,20.018992815580873,0.15778843726331734,10.409876264102053,6.406077700985879,12.914223972541286,9.682526487613922,16.21403686113222
ADU,11,J. Barcelona,10.0,4.151666666666666,9.4,9.170731707317072,-0.34098700000000004,-0.27,0.0,-6.323799709927005,-4.920781026575473,0.0,-2.294349851005238,0.003752334094825609,0.05257483455259381,0.05632716864741942,48.588879410768904,92.63560204506717,25.35205776916158,0.09471222344346772,-0.2708776573702657,-0.8859357696566998,0.8219449541284405,15.175022490684041,12.100865575753767,16.666666666666664,20.242914979757085,0.4048582995951417,18.382352941176467,0.3676470588235294,0.2222222222222222,1.2023809523809523,0.0,74.85148514851485,16.831683168316832,8.316831683168317,0.0,-0.1,-2.588084074924815,0.0,0.0,0.0,12.166264845075451,0.09191176470588235,0.0,0.0,6.8659689366074765,9.060139437755737,4.625551282039229
ADU,15,R. Torres,10.0,16.621666666666666,38.2,37.268292682926834,5.357211,5.750000000000002,7.9,99.35255410856648,104.79441075114435,85.5771523611102,22.848786210273705,0.30180529869974054,0.21609963737954488,0.5179049360792854,107.6122886479203,91.34291371310476,47.584622911116206,0.12516571634262064,0.9947187800585378,7.2535991140642295,9.120833944062829,42.05998051392569,28.869189265291446,51.76470588235295,55.42402066293586,1.1084804132587172,45.40645388820314,0.9081290777640627,0.21176470588235294,19.65672268907563,41.89556035311972,43.24220336447001,9.26618643524357,5.596049847166706,1.2727272727272727,0.7,-1.0773952054944536,15.349473618158834,23.859866927896647,0.11872455902306649,12.060300699981942,0.09328358208955223,4.3855638909025245,0.0,5.716477362575361,2.8287385114120047,8.665081903810076
ADU,18,J. Erolon,10.0,21.516666666666662,41.4,40.390243902439025,3.677479000000001,3.410000000000001,5.6,68.20095966550824,62.14764185415691,60.662285218002154,11.568156380447615,0.17317447041164366,0.28117981102536255,0.4543542814370062,88.74789422638618,91.0866244136239,39.33687184190497,0.1312034473013436,0.08008871369468243,3.5437430786267994,10.328889683369592,36.79490906898749,25.494791646674898,37.89473684210527,41.90751445086705,0.838150289017341,34.57869634340223,0.6915739268680445,0.21052631578947367,29.49439775910364,55.84310745999335,32.20950662424617,6.861674343511088,5.085711572249394,1.8666666666666667,2.1,1.8310377417251456,27.108431649804942,29.834196711654755,0.19073569482288827,14.522374098109792,0.10217983651226158,7.745266185658556,0.0,3.974390849207411,0.874082391148317,7.140045387178757
ADU,19,J. Jaymalin,8.0,2.80625,9.75,9.512195121951219,0.34496,-0.024999999999999994,0.25,6.397481276225836,-0.45562787283106215,2.708137732946525,2.6232012739152735,-0.00592248118904555,0.030134102512326674,0.024211621323281123,62.07849488047314,89.72794743164447,27.23465551964899,0.1632115182337545,-0.0915513091545284,-0.22148394241417496,0.47403469385083497,12.947706812268088,10.037221194710252,0.0,20.491803278688526,0.4098360655737705,15.673981191222571,0.31347962382445144,0.5,1.4882703081232491,49.40595224091283,33.59604752382073,16.998000235266442,0.0,inf,0.375,3.1907534920255944,26.369377942479016,7.7384772186780415,0.17006802721088435,0.0,0.0,52.73875588495803,0.0,2.1162000273557564,0.0,4.2770038023606975
ADU,20,E. Anabo,10.0,19.898333333333333,44.3,43.21951219512195,5.047864999999999,4.820000000000001,8.6,93.61555491191943,87.84505388182883,93.15993801336046,16.861667742424228,0.25204819621315117,0.27607584883562813,0.5281240450487793,81.9937208173891,87.99856220662653,41.08866996034076,0.20395283179541715,0.5981050678010187,6.4784053156146175,6.883941235123385,26.517314494026365,17.710534904354063,32.69230769230769,38.0907960199005,0.76181592039801,29.943779027132734,0.5988755805426547,0.5384615384615384,23.93921568627451,61.43009255467279,21.7216807273323,11.835531165533622,5.0126955524613,2.0833333333333335,2.8,2.519944273080604,36.31640530637375,24.62162763771697,0.24674299249901305,17.431874547059405,0.11843663639952626,21.789843183824253,1.4526562122549502,14.325428110469238,10.396887542254165,18.33677164148041
ADU,21,J. Medina,10.0,21.871666666666666,31.6,30.829268292682926,4.024812999999999,3.400000000000001,5.6,74.64246813488616,61.96539070502448,60.662285218002154,10.155634941605294,0.1178677779685611,0.2900386807968421,0.4079064587654032,90.40837457004291,90.34773150314086,38.23307069136616,0.14861048149996536,-0.07229239354323158,3.9867109634551494,6.11802818172148,21.44068624587174,15.78328623265274,40.44117647058824,41.571100917431195,0.8314220183486238,31.77733946964716,0.6355467893929432,0.058823529411764705,11.822408963585435,34.82917120788513,57.51788845187888,3.423683836421362,4.229256503814623,1.4,1.0,-0.1637561896577944,11.44159489312838,6.73754258893791,0.08561643835616438,8.172567780805986,0.0611545988258317,13.076108449289578,6.538054224644789,6.7336862411258345,2.579685362278009,10.97524217362619
